name,lga,state_id,state,postcode,latitude,longitude,map,type,id
Amoonguna,MacDonnell,NT,Northern Territory,0872,-23.77094,133.93652,5650,Town,40c445c15045e05c6b32bc76a502230c
Amor,Baw Baw,VIC,Victoria,3825,-37.94001,146.40153,8122,Locality,967783802bce6b0795036ff365ba3589
Amosfield,Tenterfield,NSW,New South Wales,2372,-28.64850,152.06790,9340,Locality,093b0b2dea4e5693cc1e2fd20abedc2d
Amphitheatre,Pyrenees,VIC,Victoria,3468,-37.18997,143.41459,7523,Locality,4e337c0bee112f3b35a62ce52385b59a
Ampilatwatja,Barkly,NT,Northern Territory,0872,-21.65702,135.22590,5954,Town,94c5b138a1ad0e74604cea93e6047c11
Amyton,Mount Remarkable,SA,South Australia,5485,-32.60944,138.32919,6532,Locality,0b87387f9c7d67e7bce0b1a122d566ce
Anabranch North,Wentworth,NSW,New South Wales,2648,-33.27680,141.75150,7231,Locality,e83f7d8ed836a007297a9c0533e7fa6f
Anabranch South,Wentworth,NSW,New South Wales,2648,-33.69300,141.70960,7230,Locality,4937cf9a7ef7aa9c847db9d96a0939c8
Anakie,Central Highlands,QLD,Queensland,4702,-23.55121,147.74751,8450,Town,8e166aedffa3dab9f6efe20201b2e772
Anakie,Golden Plains,VIC,Victoria,3331,-37.89137,144.21272,7722,Locality,afb0bf8f911a748ac5c65544ea22fab1
Anama,Clare and Gilbert Valleys,SA,South Australia,5453,-33.68983,138.56747,6630,Locality,1204adc48f5106081760ba18bf48211b
Anambah,Maitland,NSW,New South Wales,2321,-32.67350,151.49290,9132,Suburb,85930fc4ca2910b4a8b82337f542bd3d
Ancona,Mansfield,VIC,Victoria,3715,-36.96688,145.80296,8024,Locality,c994872697d4a63e8a8834ffc942ca84
Andamooka,Unincorporated,SA,South Australia,5722,-30.44972,137.16365,6337,Town,75783af5ba1b3a7f4315e2b73ec2ca15
Andergrove,Mackay,QLD,Queensland,4740,-21.09306,149.18556,8755,Locality,a03fa46d00ddcacd91bb35dcfb321743
Anderleigh,Gympie,QLD,Queensland,4570,-26.01250,152.67944,9445,Locality,7627ffd48cc1b3530f4d9f1a60ecc78b
Anderson,Bass Coast,VIC,Victoria,3991,-38.52333,145.44826,7921,Locality,5559bd11880935a06ae710b4db59d7bb
Ando,Bombala,NSW,New South Wales,2631,-36.73180,149.26790,8724,Locality,31734e4de3083339df7cb253ea9644b2
Andover,Southern Midlands,TAS,Tasmania,7120,-42.33000,147.45000,8313,Locality,e785755dee4c5ed4992e79d1c348c139
Andrews,Northern Areas,SA,South Australia,5454,-33.59661,138.63129,6630,Locality,6f380d39bf565b47771759a477c72a79
Andrews Farm,Playford,SA,South Australia,5114,-34.67485,138.65904,6628,Suburb,ec510b3e982db7d87df6a4f436f1aa09
Andromache,Whitsunday,QLD,Queensland,4800,-20.59583,148.40972,8556,Locality,2600218f31873b755196e17b34d72a99
Anduramba,Toowoomba,QLD,Queensland,4355,-27.07000,152.11917,9343,Locality,76dd31268fb39dea564071e35856359d
Anembo,Cooma-Monaro,NSW,New South Wales,2623,-35.81520,149.41790,8726,Locality,5056f20b092f8c3bc5b77a89417d292a
Angas Plains,Alexandrina,SA,South Australia,5255,-35.32937,138.99154,6627,Locality,819fadc63871cca099e7ddb34fd063a5
Angaston,Barossa,SA,South Australia,5353,-34.50129,139.04625,6728,Town,b309457f45b17254949b7b4b80297b80
Angas Valley,Mid Murray,SA,South Australia,5353,-34.75436,139.30827,6728,Locality,62b17d51c43230e501608dffc747bba4
Angelo River,Meekatharra,WA,Western Australia,6642,-23.86562,118.42530,2550,Locality,bace21862a73eae05f08bef93032ebdc
Angledale,Bega Valley,NSW,New South Wales,2550,-36.63180,149.88460,8824,Locality,f71c63ed09169e6a872751f90f0262e9
Angledool,Brewarrina,NSW,New South Wales,2831,-29.10410,147.91790,8439,Locality,1a48fc01e7ff53cbd9eaf9fb0fe43168
Angle Park,Port Adelaide Enfield,SA,South Australia,5010,-34.85614,138.56082,6628,Suburb,41597f5437b2ea6c1ed79586f225e160
Anglers Reach,Snowy River,NSW,New South Wales,2629,-36.01520,148.66790,8625,Locality,b49968c57b524acbba330da197c327a5
Anglers Rest,East Gippsland,VIC,Victoria,3900,-37.01885,147.47066,8323,Locality,74507bc4bf224a47ee99ff523073970c
Anglesea,Surf Coast,VIC,Victoria,3230,-38.40730,144.18587,7721,Town,2e5a9395a3f40f6bedd3ad7be0e3e7de
Angle Vale,Playford,SA,South Australia,5117,-34.64098,138.64611,6628,Town,5fc06913c01ec59008f7f3b73a2be3ee
Angourie,Clarence Valley,NSW,New South Wales,2464,-29.48180,153.35960,9539,Locality,9600270a72ec4797705f86b93858da3c
Angurugu,East Arnhem,NT,Northern Territory,0822,-13.97960,136.46190,6170,Town,ee092766a50979a5b35aad1a6c0362dd
Anketell,Kwinana,WA,Western Australia,6167,-32.21517,115.86590,2033,Suburb,34804358d34d6cb34f8b31be8785b26f
Anna Bay,Port Stephens,NSW,New South Wales,2316,-32.77738,152.08610,9332,Town,10fda1267c54f8259b5d08422c2182e3
Annadale,Mid Murray,SA,South Australia,5356,-34.39137,139.34886,6729,Locality,3c101e79b85582446c4a5710ed2f8f81
Annandale,Leichhardt,NSW,New South Wales,2038,-33.88070,151.16980,9130,Suburb,534ca56c886e911f16e743bdb6c838cd
Annandale,Townsville,QLD,Queensland,4814,-19.31111,146.78584,8259,Suburb,b366822f2c9fd93a679fa456e861ac42
Annangrove,The Hills Shire,NSW,New South Wales,2156,-33.65960,150.93460,9030,Suburb,9ecc862f5177fdf186b1732a1e2f5900
Annerley,Brisbane,QLD,Queensland,4103,-27.51222,153.03305,9542,Suburb,bb2333d77aa13f291d7f55d55c3d82e6
Anniebrook,Busselton,WA,Western Australia,6281,-33.66798,115.16760,1930,Locality,e2d23f5a6734279add1025fa03d58014
Annuello,Swan Hill,VIC,Victoria,3549,-34.85948,142.80117,7428,Locality,8164879c6d7264f9edf43aec13eb92ab
Ansons Bay,Break O'Day,TAS,Tasmania,7216,-41.03000,148.25999,8515,Locality,bc4a0056d25710b5608202b5b1c724f8
Anstead,Brisbane,QLD,Queensland,4070,-27.54111,152.86223,9442,Suburb,e3bcc5ebf509ec6de5dd7161316426d1
Antechamber Bay,Kangaroo Island,SA,South Australia,5222,-35.78769,138.05868,6526,Locality,ea53bd157b79124f43181e65e3a39440
Anthony,Scenic Rim,QLD,Queensland,4309,-27.88056,152.68834,9442,Locality,4ea79938149e40f2fb5929d829672646
Antigua,Fraser Coast,QLD,Queensland,4650,-25.63028,152.59361,9446,Locality,074684ef5580b40bcb3ab57745c13b03
Antill Ponds,Southern Midlands,TAS,Tasmania,7120,-42.20000,147.39999,8313,Locality,ff09db6214ae09c4ece14d951f65f410
Antonymyre,Roebourne,WA,Western Australia,6714,-20.62139,117.08170,2356,Locality,956214864e4d1c4b55ef4c5bba558ed4
Antwerp,Hindmarsh,VIC,Victoria,3423,-36.27214,141.97461,7225,Locality,319b852b32e075a8ec909aab38d1fc70
Anula,Darwin,NT,Northern Territory,0812,-12.39030,130.89050,5073,Suburb,5e429b0d6f57b9920ff90538ee362589
Apamurra,Mid Murray,SA,South Australia,5238,-34.85688,139.19644,6728,Locality,bccb5ab60fb11b38a03bc50f6bd9ed6c
Apoinga,Goyder,SA,South Australia,5417,-33.92793,138.93900,6630,Locality,7911bc7ca88e03ae432f76a48957bef2
Apollo Bay,Colac-Otway,VIC,Victoria,3233,-38.75940,143.67219,7620,Town,96fafbbce262c291903083aa1d667c67
Apollo Bay,Kingborough,TAS,Tasmania,7150,-43.15985,147.28934,8311,Locality,6bc4b51923c466599fa4997100142491
Appila,Mount Remarkable,SA,South Australia,5481,-33.05117,138.42883,6531,Locality,b60ab62f27e91635582dbabfb27b9c4f
Appin,Wollondilly,NSW,New South Wales,2560,-34.20347,150.78644,9029,Town,9841ed8442670125c6b4260c7c249296
Appin,Gannawarra,VIC,Victoria,3579,-35.87843,143.87278,7626,Locality,b2db9789a17c6d8efea9c0d7b6e1d663
Appin South,Loddon,VIC,Victoria,3537,-35.94571,143.85048,7626,Locality,a8b0b8f46768446382177b15997e7c1e
Appleby,Tamworth Regional,NSW,New South Wales,2340,-30.96520,150.85120,9036,Locality,ec3303c5cb34212028b4f459af727c0b
Applecross,Melville,WA,Western Australia,6153,-32.01406,115.83870,2033,Suburb,ca03f724a2251cc0e047f28c237ee3c0
Applethorpe,Southern Downs,QLD,Queensland,4378,-28.61758,151.95526,9240,Town,cb91f61b2c0f5471adb930b2d1796c31
Apple Tree Creek,Bundaberg,QLD,Queensland,4660,-25.21652,152.23662,9347,Town,f410f304264e23aae3746aad4161de80
Appletree Flat,Singleton,NSW,New South Wales,2330,-32.51520,150.86790,9032,Locality,34aeaa7aec915c27869203bad662e401
Apslawn,Glamorgan/Spring Bay,TAS,Tasmania,7190,-41.95000,148.17999,8514,Locality,71fbd4b9c67f15608e574c51a69342d5
Apsley,Wellington,NSW,New South Wales,2820,-32.59850,148.96790,8632,Locality,5893fd2bc1f55350316a4a315088326d
Apsley,West Wimmera,VIC,Victoria,3319,-36.97899,141.09129,7124,Locality,d70ad4718a6a4dba046461cd5077d952
Apsley,Central Highlands,TAS,Tasmania,7030,-42.43000,147.14000,8313,Locality,f1d8e41f2bf20c0e234500155029ff2f
Arable,Snowy River,NSW,New South Wales,2630,-36.39020,148.98460,8625,Locality,026444ad9562d8dddc5220ab58af6cdb
Arakoon,Kempsey,NSW,New South Wales,2431,-30.88617,153.07018,9436,Town,4587668a9ed06678ff02870b1919b1d2
Araluen,Palerang,NSW,New South Wales,2622,-35.64850,149.81790,8826,Locality,6c13aeb66b6eda9467670f6f0570e325
Araluen,Alice Springs,NT,Northern Territory,0870,-23.69710,133.85600,5650,Suburb,3e279ba87713e8787d608336c705d3c6
Araluen,Gympie,QLD,Queensland,4570,-26.15694,152.65556,9445,Locality,97092e501b73370f42645fbeb41e7ee7
Aramac,Barcaldine,QLD,Queensland,4726,-22.96782,145.24323,7952,Town,5a03b4fc258d6d9fd655ec831ce85dca
Aramara,Fraser Coast,QLD,Queensland,4620,-25.61147,152.32134,9346,Town,aa185e76a3262f3ec1cd2ed416322440
Arana Hills,Moreton Bay,QLD,Queensland,4054,-27.39333,152.95471,9443,Suburb,c1609c49bdf69ce8a0b0e9b624dcb063
Aranbanga,North Burnett,QLD,Queensland,4625,-25.81917,151.65111,9246,Locality,657ce55c517a812a0cc6650ef77f4f10
Aranda,Unincorporated,ACT,Australian Capital Territory,2614,-35.25806,149.08042,8727,Suburb,0a844405f6d293090f5ad0cbc23d9a19
Arapiles,Horsham,VIC,Victoria,3409,-36.74020,141.84270,7224,Locality,28043f285b19f5aa013953efab85af73
Ararat,Ararat,VIC,Victoria,3377,-37.28542,142.92728,7423,City,9d62861188bb9eb192ef873987adc2db
Aratula,Scenic Rim,QLD,Queensland,4309,-27.98139,152.54861,9442,Town,ffc19290ba88802991a66e921cc2051a
Aratula,Murray,NSW,New South Wales,2710,-35.77640,145.28440,7926,Locality,ab6f8c3720a0194e4568e59c6cf68d1e
Arawata,South Gippsland,VIC,Victoria,3951,-38.39039,145.87738,8021,Locality,0e866b0050fd7fd312912760faef5223
Arbouin,Tablelands,QLD,Queensland,4871,-17.08417,143.98082,7663,Locality,d5e624eb76d25a9df60e14c86ddfb084
Arbuckle,Wellington,VIC,Victoria,3858,-37.36959,146.83228,8223,Locality,567b26739890a6f33499acc20084e607
Arcadia,Townsville,QLD,Queensland,4819,-19.14611,146.86083,8259,Suburb,425a2a4d1e326cd927175d1629d85162
Arcadia,Hornsby,NSW,New South Wales,2159,-33.62350,151.04290,9130,Suburb,81f56469674c76e816ae2ab9ba239156
Arcadia,Greater Shepparton,VIC,Victoria,3631,-36.53493,145.36197,7924,Locality,51a0f51f8ea462c97ed993479ed1e2b4
Arcadia Bay,Townsville,QLD,Queensland,4819,-19.14775,146.86800,8259,Town,be4f6b321d852acf17d07303fd1075e1
Arcadia Downs,Greater Shepparton,VIC,Victoria,3631,-36.44058,145.35437,7925,Town,153591ccdefe37c9fe791e07c44fe1fa
Arcadia South,Strathbogie,VIC,Victoria,3666,-36.59480,145.37511,7924,Locality,b75ac4ee07f611f42f8efd0f0ee463e3
Arcadia Vale,Lake Macquarie,NSW,New South Wales,2283,-33.05840,151.57260,9231,Suburb,0e020095ef177287b9cf277cf72adb62
Arcadia Valley,Central Highlands,QLD,Queensland,4702,-25.01528,148.79556,8647,Locality,3522bfe7a59dd772e56842ea2e38dbbf
Archdale,Northern Grampians,VIC,Victoria,3477,-36.83707,143.48888,7524,Locality,adf7bff1bd253fc262d617385b92a1e6
Archdale Junction,Central Goldfields,VIC,Victoria,3475,-36.89326,143.52897,7624,Locality,786771a301c905e6ef7e11f286c89cc6
Archer,Palmerston,NT,Northern Territory,0832,-12.52200,130.96090,5072,Suburb,7897d1be604e26c49884ac8258f9f2fa
Archerfield,Brisbane,QLD,Queensland,4106,-27.57111,153.00778,9542,Suburb,b2f2a0113cf38f4a915a3af684825573
Archer River,Cook,QLD,Queensland,4871,-13.35278,142.60667,7471,Locality,5f7a9336631388e27030a6d043494d48
Archerton,Wangaratta,VIC,Victoria,3733,-36.89827,146.26395,8124,Locality,2a7004001ccdf1a6a12254f1b0605dd7
Archies Creek,Bass Coast,VIC,Victoria,3992,-38.54884,145.56604,8020,Locality,d00de47e972d2b3fc03faae4df485846
Arcturus,Central Highlands,QLD,Queensland,4722,-23.97722,148.32167,8550,Locality,cb4228cb3c6a50d172b1172c1008c114
Ardath,Bruce Rock,WA,Western Australia,6386,-32.03042,118.09430,2533,Locality,c2f228a06487ad438258e841204c9811
Ardeer,Brimbank,VIC,Victoria,3022,-37.77568,144.80336,7822,Suburb,7bfb5bef656bfe3d48a9bbc5c092af99
Ardglen,Liverpool Plains,NSW,New South Wales,2339,-31.73180,150.78460,9034,Locality,8cc5286164d007e6a247dbca7d789915
Arding,Uralla,NSW,New South Wales,2358,-30.56770,151.52540,9236,Locality,f87fd5af8987431a1b734c2b319037f1
Ardlethan,Coolamon,NSW,New South Wales,2665,-34.35734,146.90093,8229,Town,7582b0d9829dfa75decb5e7464cf2136
Ardmona,Greater Shepparton,VIC,Victoria,3629,-36.37938,145.29830,7925,Locality,9707249d55b44472917a2bcdf59c7686
Ardross,Melville,WA,Western Australia,6153,-32.02767,115.83650,2033,Suburb,40288753fef3b35e5c3280afdf5df447
Ardrossan,Yorke Peninsula,SA,South Australia,5571,-34.42217,137.91906,6429,Town,6f5ae72cb51fcc34e8f889e9e6928617
Areegra,Yarriambiack,VIC,Victoria,3393,-36.23657,142.68731,7425,Locality,d68a4b06e2e48fdc032ec0345e3ffde4
Areyonga,MacDonnell,NT,Northern Territory,0872,-24.07361,132.26959,5349,Town,dc3e766cc40e80014cd766fe7532e35b
Argalong,Tumut Shire,NSW,New South Wales,2720,-35.31520,148.43460,8527,Locality,0326d1ff30f3bf4143dc6824a0afb747
Argenton,Lake Macquarie,NSW,New South Wales,2284,-32.93540,151.63220,9232,Suburb,03c326a53a0019ed2a7ff4503c63bcd9
Argents Hill,Nambucca,NSW,New South Wales,2449,-30.60890,152.72940,9436,Locality,c5d7d9a09cbfb66edc5a36388149ebf9
Argoon,Banana,QLD,Queensland,4702,-24.21703,150.44580,8949,Locality,92d8edce5bd3cdc618f99247b3d79f42
Argoon,Jerilderie,NSW,New South Wales,2716,-34.88490,145.67520,8028,Locality,0d9eb3bd2213d5afe1ea35bfc7e651fc
Argyle,Donnybrook-Balingup,WA,Western Australia,6239,-33.54611,115.77080,2030,Locality,cfbe8419ce488176485a4eace49adb07
Argyle,Greater Bendigo,VIC,Victoria,3523,-36.96693,144.71700,7824,Locality,a630a7c7c5b819d4e6bcf72c28cadc9d
Argyle,Armidale Dumaresq,NSW,New South Wales,2350,-30.57990,151.84370,9236,Locality,a41d41dcdd3defd90a0382d8fd2ec051
Argyll,Central Highlands,QLD,Queensland,4702,-23.31722,147.52083,8451,Locality,8231751d9d0b323ca700dd6966a4f636
Ariah Park,Temora,NSW,New South Wales,2665,-34.34811,147.22122,8329,Town,c6f81a5923f0de0674928a4f07841066
Arkaroola Village,Unincorporated,SA,South Australia,5731,-30.31155,139.33565,6737,Locality,29f7742f6ff183a3b760b8e3b324f21b
Arkell,Bathurst Regional,NSW,New South Wales,2795,-33.73180,149.38460,8730,Locality,721da03774145d1901419b638ecf80df
Arkstone,Oberon,NSW,New South Wales,2787,-34.03180,149.65960,8829,Locality,f88f4cfb48f964c73c00520b111eb49e
Armadale,Stonnington,VIC,Victoria,3143,-37.85768,145.01943,7922,Suburb,7e840339b1cec43c4f84eb01a13f64bb
Armadale,Armadale,WA,Western Australia,6112,-32.15322,116.01510,2133,Suburb,37e938c7a7444346ddd9b90e5acd91b7
Armagh,Clare and Gilbert Valleys,SA,South Australia,5453,-33.82843,138.58141,6630,Locality,52140351d8abb9c304e7b67feb187195
Armatree,Gilgandra,NSW,New South Wales,2831,-31.43180,148.46790,8535,Locality,c713cd6aeb11da4da0abc2e4afb3ceae
Armidale,Armidale Dumaresq,NSW,New South Wales,2350,-30.51417,151.66899,9236,City,d03583749aaf0a45bb1d7e16422b80fc
Armstrong,Ararat,VIC,Victoria,3377,-37.21343,142.88330,7423,Locality,0c9ba42cc848d902f49e1b70dc141981
Armstrong Beach,Mackay,QLD,Queensland,4737,-21.45489,149.29041,8755,Town,ca55ebb66c99ab825a66f7580f0a95b9
Armstrong Creek,Greater Geelong,VIC,Victoria,3227,-38.25083,144.40389,7721,Suburb,d65ce64a1bf1e692a987b6ae51f0a3f7
Armstrong Creek,Moreton Bay,QLD,Queensland,4520,-27.21778,152.79306,9443,Locality,1300a24a4ee1586266cb2ccbe26fc5e6
Arncliffe,Rockdale,NSW,New South Wales,2205,-33.93870,151.14750,9130,Suburb,81d3225e2eb8f6901a51e863894d1e49
Arndell Park,Blacktown,NSW,New South Wales,2148,-33.79020,150.87620,9030,Suburb,2eebc4ce4097536a8af7a2fce668fa0e
Arno Bay,Cleve,SA,South Australia,5603,-33.91223,136.56918,6230,Town,12ea4006fcbcf50819541bba2113cb9e
Arnold,Loddon,VIC,Victoria,3517,-36.67211,143.85737,7624,Locality,248089adbbbb84cff8fdbde305cc8e8f
Arnold West,Loddon,VIC,Victoria,3517,-36.66922,143.78755,7624,Locality,412a14e116375d41de82763318c4c716
Aroona,Sunshine Coast,QLD,Queensland,4551,-26.78305,153.11694,9544,Suburb,f0111d5a4470e00c48efd51009030532
Arrawarra,Coffs Harbour,NSW,New South Wales,2456,-30.06053,153.19997,9537,Town,aba57e387cc50493033c59ea48f63820
Arrawarra Headland,Coffs Harbour,NSW,New South Wales,2456,-30.06880,153.19540,9537,Suburb,9cf103372e0fe30a1d535a36c1d2a510
Arriga,Tablelands,QLD,Queensland,4880,-17.08056,145.31611,7963,Locality,3ba79ee032873d65cd142fc4ed8b93db
Arrino,Three Springs,WA,Western Australia,6519,-29.43931,115.62780,2039,Locality,fe6c9a1edbbc6ab4141d37a07534bdfd
Arrowsmith,Irwin,WA,Western Australia,6525,-29.59182,115.12230,1938,Locality,4122044e66b03aca8378abff72985997
Arrowsmith East,Three Springs,WA,Western Australia,6519,-29.54556,115.34810,1938,Locality,4b8023d13c91db9c559aa7a6164be3b3
Artarmon,Willoughby,NSW,New South Wales,2064,-33.81200,151.18470,9130,Suburb,8cf9d0c70a56f72be9e8a0c60372915b
Arthur River,West Arthur,WA,Western Australia,6393,-33.35100,117.03180,2331,Locality,d2a88061cf0cf0e24edbfb6a2e2ec3af
Arthur River,Circular Head,TAS,Tasmania,7330,-41.04000,144.66000,7815,Locality,8e7b3b51d773a0750dc70fe3701f8bd8
Arthurs Creek,Nillumbik,VIC,Victoria,3099,-37.56705,145.20690,7922,Locality,4224a33db848ea86203ed616c2d8c31f
Arthurs Lake,Central Highlands,TAS,Tasmania,7030,-41.99000,146.95000,8214,Locality,86f6a506b52c2846c972a4d31979f987
Arthurs Seat,Mornington Peninsula,VIC,Victoria,3936,-38.35406,144.95628,7821,Town,b47da1186e51796aef9b7c37e1bb3532
Arthurton,Yorke Peninsula,SA,South Australia,5572,-34.25917,137.75556,6429,Locality,7cd291843d66ef42abe65ea60fb69936
Arthurville,Wellington,NSW,New South Wales,2820,-32.54850,148.73460,8632,Locality,84875f2b0efbe89a9fa1f0d2aa4ebb8c
Arumbera,Alice Springs,NT,Northern Territory,0870,-23.78010,133.81000,5650,Suburb,bc8d3440466018a577b7b2f3d4a6ccde
Arumpo,Wentworth,NSW,New South Wales,2648,-33.87460,142.88460,7430,Locality,e53edac72c248ed7859e369c4f3dd104
Arundel,Gold Coast,QLD,Queensland,4214,-27.93861,153.36389,9542,Suburb,8a96ac55193eb118462e3a9a8b7c64c9
Ascot,Greater Bendigo,VIC,Victoria,3551,-36.71111,144.33246,7724,Locality,3d5b75f621d903238ecd2681f61fa7ab
Ascot,Toowoomba,QLD,Queensland,4359,-27.81528,152.00111,9342,Locality,504095d28dd07efa8b1393591e8ca703
Ascot,Ballarat,VIC,Victoria,3364,-37.39783,143.81059,7623,Locality,58455113b4bc86e19103c3a1ca046a90
Ascot,Brisbane,QLD,Queensland,4007,-27.42972,153.06389,9543,Suburb,4e8c69db2ece0901aaea7eb8ea53a44d
Ascot,Belmont,WA,Western Australia,6104,-31.93767,115.92760,2034,Suburb,9fbd698ad2e498fb27a56b12b420a86b
Ascot Park,Marion,SA,South Australia,5043,-34.98789,138.56149,6628,Suburb,024129da98c36aa93f80f690594b9151
Ascot Vale,Moonee Valley,VIC,Victoria,3032,-37.77682,144.91477,7822,Suburb,8f2020285691fd065ee47daab9aae384
Ashbourne,Macedon Ranges,VIC,Victoria,3442,-37.41154,144.45884,7723,Locality,18ffa536afc4a964b164366cd361ee9e
Ashbourne,Alexandrina,SA,South Australia,5157,-35.28725,138.76677,6627,Locality,61e03e02f6c757dcfc4575b00a7c563d
Ashburton,Boroondara,VIC,Victoria,3147,-37.86767,145.08018,7922,Suburb,b6f22d5b597a02e49670b16b15526f38
Ashbury,Canterbury,NSW,New South Wales,2193,-33.90120,151.11770,9130,Suburb,af5c4680b91954be90707d141d5aebd4
Ashby,Wanneroo,WA,Western Australia,6065,-31.73322,115.79790,2034,Suburb,50794aa1b2474173c043ee8507704248
Ashby,Clarence Valley,NSW,New South Wales,2463,-29.43180,153.19290,9539,Locality,36d6134fa4f8b9758749da81ccf56d6b
Ashby Heights,Clarence Valley,NSW,New South Wales,2463,-29.39850,153.17620,9539,Locality,86103b1055633cd13377eebfb2061916
Ashby Island,Clarence Valley,NSW,New South Wales,2463,-29.42350,153.20120,9539,Locality,63091196d81042c8dfece8df01eae0b1
Ashcroft,Liverpool,NSW,New South Wales,2168,-33.91520,150.90120,9030,Suburb,c14ce66359515f57202cd496f4f9f148
Ashendon,Armadale,WA,Western Australia,6111,-32.19139,116.17920,2133,Locality,475908e8bc1494bd1556ec8a3b7db244
Ashfield,Ashfield,NSW,New South Wales,2131,-33.88940,151.12740,9130,Suburb,1453197413170b1e6d8b24328d373f1f
Ashfield,Bassendean,WA,Western Australia,6054,-31.91739,115.93790,2034,Suburb,426a4aea844b6779d021a82617aa90b6
Ashfield,Bundaberg,QLD,Queensland,4670,-24.87194,152.39833,9348,Locality,6ee616a26a4e182dd7b817830f431ea1
Ashford,Inverell,NSW,New South Wales,2361,-29.32178,151.09300,9139,Town,fed28722b734e61ec23a08ddc3eb18aa
Ashford,West Torrens,SA,South Australia,5035,-34.94857,138.57436,6628,Suburb,82daf149b2448a3dcee8d804b2517f47
Ashgrove,Brisbane,QLD,Queensland,4060,-27.44167,152.98334,9443,Suburb,ebb6fe587931c994bc6a18eaa5adeac9
Ashley,Moree Plains,NSW,New South Wales,2400,-29.31629,149.80673,8839,Town,7aa44abefbe64f684e389803b1db1ea0
Ashmont,Wagga Wagga,NSW,New South Wales,2650,-35.12450,147.33220,8327,Suburb,a53f1f45bf88a963ef7fa65fece1a000
Ashmore,Gold Coast,QLD,Queensland,4214,-27.98917,153.37862,9542,Suburb,f13a93f78aa6e4a8de93959296589b62
Ashton,Adelaide Hills,SA,South Australia,5137,-34.93936,138.73834,6628,Locality,1198ac5843fa3047b6c7e7fd017f3839
Ashtonfield,Maitland,NSW,New South Wales,2323,-32.78180,151.60120,9232,Suburb,35f71025376ba7725b3d981dc8cc64d5
Ashville,The Coorong,SA,South Australia,5264,-35.51058,139.36562,6726,Locality,7aa368c8d2797c2c244c72a62f5ce8a5
Ashwell,Ipswich,QLD,Queensland,4340,-27.62500,152.55583,9442,Locality,d801b48abaa96500b19c803207b1558d
Ashwood,Monash,VIC,Victoria,3147,-37.86542,145.10241,7922,Suburb,7c267ed9d32c889f2f3fa5a8f2f6b6be
Aspendale,Kingston,VIC,Victoria,3195,-38.02204,145.10139,7921,Suburb,fc41e40b048f11fe5fac19ecc3020b35
Aspendale Gardens,Kingston,VIC,Victoria,3195,-38.02286,145.11897,7921,Suburb,6cb5f20914f0ae6fd1599aaf9aaeb0a7
Aspley,Brisbane,QLD,Queensland,4034,-27.36361,153.01916,9543,Suburb,452daa533fecc2456fa323aad244e898
